,TruePower(+3),TruePower(+6),TruePower(+9),TruePower(+12),TruePower(+15),TruePower(+18),TruePower(+21),TruePower(+24),TruePower(+27),TruePower(+30),TruePower(+33),TruePower(+36),TruePower(+39),TruePower(+42),TruePower(+45),TruePower(+48),TruePower(+51),TruePower(+54),TruePower(+57),TruePower(+60),TruePower(+63),TruePower(+66),TruePower(+69),TruePower(+72)
2018-01-06 15:00:00,6.166666666666667,0.0,0.0,0.0,1.9444444444444444,123.44444444444444,211.77777777777777,136.22222222222223,5.944444444444445,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666
2018-01-06 18:00:00,0.0,0.0,0.0,1.9444444444444444,123.44444444444444,211.77777777777777,136.22222222222223,5.944444444444445,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667
2018-01-06 21:00:00,0.0,0.0,1.9444444444444444,123.44444444444444,211.77777777777777,136.22222222222223,5.944444444444445,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0
2018-01-07 00:00:00,0.0,1.9444444444444444,123.44444444444444,211.77777777777777,136.22222222222223,5.944444444444445,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0
2018-01-07 03:00:00,1.9444444444444444,123.44444444444444,211.77777777777777,136.22222222222223,5.944444444444445,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0
2018-01-07 06:00:00,123.44444444444444,211.77777777777777,136.22222222222223,5.944444444444445,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554
2018-01-07 09:00:00,211.77777777777777,136.22222222222223,5.944444444444445,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223
2018-01-07 12:00:00,136.22222222222223,5.944444444444445,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5
2018-01-07 15:00:00,5.944444444444445,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5
2018-01-07 18:00:00,0.0,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333
2018-01-07 21:00:00,0.0,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0
2018-01-08 00:00:00,0.0,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0
2018-01-08 03:00:00,2.7777777777777777,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0
2018-01-08 06:00:00,142.0,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111
2018-01-08 09:00:00,204.11111111111111,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666
2018-01-08 12:00:00,135.5,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334
2018-01-08 15:00:00,7.055555555555555,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666
2018-01-08 18:00:00,0.0,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778
2018-01-08 21:00:00,0.0,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0
2018-01-09 00:00:00,0.0,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0
2018-01-09 03:00:00,2.1666666666666665,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0
2018-01-09 06:00:00,144.5,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554
2018-01-09 09:00:00,203.27777777777777,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889
2018-01-09 12:00:00,137.66666666666666,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111
2018-01-09 15:00:00,6.666666666666667,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777
2018-01-09 18:00:00,0.0,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555
2018-01-09 21:00:00,0.0,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0
2018-01-10 00:00:00,0.0,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0
2018-01-10 03:00:00,2.5555555555555554,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0
2018-01-10 06:00:00,138.22222222222223,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111
2018-01-10 09:00:00,205.5,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666
2018-01-10 12:00:00,141.5,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554
2018-01-10 15:00:00,7.833333333333333,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889
2018-01-10 18:00:00,0.0,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221
2018-01-10 21:00:00,0.0,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0
2018-01-11 00:00:00,0.0,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0
2018-01-11 03:00:00,2.611111111111111,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0
2018-01-11 06:00:00,131.66666666666666,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665
2018-01-11 09:00:00,209.83333333333334,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111
2018-01-11 12:00:00,139.16666666666666,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777
2018-01-11 15:00:00,7.277777777777778,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777
2018-01-11 18:00:00,0.0,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221
2018-01-11 21:00:00,0.0,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0
2018-01-12 00:00:00,0.0,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0
2018-01-12 03:00:00,2.5555555555555554,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0
2018-01-12 06:00:00,134.88888888888889,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777
2018-01-12 09:00:00,202.61111111111111,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889
2018-01-12 12:00:00,142.77777777777777,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666
2018-01-12 15:00:00,7.055555555555555,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446
2018-01-12 18:00:00,0.0,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334
2018-01-12 21:00:00,0.0,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0
2018-01-13 00:00:00,0.0,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0
2018-01-13 03:00:00,2.611111111111111,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0,0.0
2018-01-13 06:00:00,146.66666666666666,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0,0.0,2.8333333333333335
2018-01-13 09:00:00,217.05555555555554,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0,0.0,2.8333333333333335,146.05555555555554
2018-01-13 12:00:00,143.88888888888889,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0,0.0,2.8333333333333335,146.05555555555554,218.44444444444446
2018-01-13 15:00:00,10.222222222222221,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0,0.0,2.8333333333333335,146.05555555555554,218.44444444444446,147.33333333333334
2018-01-13 18:00:00,0.0,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0,0.0,2.8333333333333335,146.05555555555554,218.44444444444446,147.33333333333334,9.555555555555555
2018-01-13 21:00:00,0.0,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0,0.0,2.8333333333333335,146.05555555555554,218.44444444444446,147.33333333333334,9.555555555555555,0.0
2018-01-14 00:00:00,0.0,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0,0.0,2.8333333333333335,146.05555555555554,218.44444444444446,147.33333333333334,9.555555555555555,0.0,0.0
2018-01-14 03:00:00,2.6666666666666665,145.61111111111111,212.77777777777777,149.27777777777777,9.222222222222221,0.0,0.0,0.0,2.7777777777777777,139.38888888888889,211.16666666666666,156.94444444444446,9.833333333333334,0.0,0.0,0.0,2.8333333333333335,146.05555555555554,218.44444444444446,147.33333333333334,9.555555555555555,0.0,0.0,0.0
